res_id,res_dt,train_nr,reserved,bp_from,bp_to,dep_soll
230188,01.10.21 19:16,723,1,FRI,W,02.10.21 15:05
230189,02.10.21 13:09,723,2,GE,BN,02.10.21 13:42
230190,02.10.21 16:12,723,1,ZUE,SG,02.10.21 16:39
230191,02.10.21 16:16,723,1,ZUE,SG,02.10.21 16:39
230192,30.09.21 19:47,724,1,ZUE,LS,02.10.21 15:32
230193,02.10.21 14:25,724,1,WIL,W,02.10.21 14:35
230194,02.10.21 15:29,724,1,ZUE,BN,02.10.21 15:32
230195,02.10.21 16:49,724,1,FRI,LS,02.10.21 16:57
230196,02.10.21 13:59,725,1,LS,FRI,02.10.21 15:20
230197,02.10.21 14:03,725,1,GE,BN,02.10.21 14:42
230198,02.10.21 14:20,725,1,FRI,BN,02.10.21 16:05
230199,02.10.21 15:59,725,1,BN,ZUE,02.10.21 16:31
230200,02.10.21 18:24,725,1,WIL,FLA,02.10.21 18:26
230201,02.10.21 14:15,725,1,LS,BN,02.10.21 15:20
230202,02.10.21 14:25,725,1,FRI,BN,02.10.21 16:05
230203,02.10.21 14:34,725,1,FRI,ZUE,02.10.21 16:05
230204,02.10.21 14:35,725,1,FRI,ZUE,02.10.21 16:05
230205,02.10.21 15:49,725,1,FRI,ZUE,02.10.21 16:05
230206,02.10.21 13:46,726,1,ZUE,BN,02.10.21 16:32
230207,02.10.21 15:06,726,1,SG,ZOER,02.10.21 15:08
230208,02.10.21 15:50,726,1,ZUE,BN,02.10.21 16:32
230209,02.10.21 17:07,728,1,ZUE,BN,02.10.21 17:32
230210,02.10.21 16:22,729,1,LS,BN,02.10.21 17:20
230211,02.10.21 16:38,729,1,LS,BN,02.10.21 17:20
230212,02.10.21 16:39,729,1,LS,BN,02.10.21 17:20
230213,02.10.21 16:39,729,1,LS,BN,02.10.21 17:20
230214,02.10.21 16:50,729,1,LS,BN,02.10.21 17:20
230215,02.10.21 16:53,729,1,LS,ZUE,02.10.21 17:20
230216,02.10.21 17:20,729,1,LS,FRI,02.10.21 17:20
230217,02.10.21 12:37,730,1,WIL,ZUE,02.10.21 17:35
230218,02.10.21 16:55,730,1,SG,BN,02.10.21 17:08
230219,02.10.21 16:55,730,1,ZUE,FRI,02.10.21 18:32
230220,02.10.21 17:39,730,1,BN,FRI,02.10.21 19:34
230221,02.10.21 16:57,730,1,ZUE,FRI,02.10.21 18:32
230222,02.10.21 16:58,730,1,ZUE,FRI,02.10.21 18:32
230223,02.10.21 16:58,730,1,SG,BN,02.10.21 17:08
230224,02.10.21 17:05,730,1,SG,BN,02.10.21 17:08
230225,02.10.21 17:33,730,2,BN,LS,02.10.21 19:34
230226,02.10.21 17:17,730,1,ZFH,BN,02.10.21 18:09
230227,02.10.21 17:53,730,2,BN,LS,02.10.21 19:34
230228,02.10.21 17:55,730,1,ZUE,BN,02.10.21 18:32
230229,02.10.21 13:51,731,2,GE,BN,02.10.21 17:42
230230,02.10.21 15:40,731,1,GE,ZUE,02.10.21 17:42
230231,02.10.21 15:41,731,1,GE,ZUE,02.10.21 17:42
230232,02.10.21 15:42,731,1,GE,ZUE,02.10.21 17:42
230233,02.10.21 15:42,731,1,GE,ZUE,02.10.21 17:42
230234,02.10.21 15:44,731,1,GE,ZUE,02.10.21 17:42
230235,02.10.21 16:17,731,2,LS,ZUE,02.10.21 18:20
230236,02.10.21 16:57,732,1,GSS,BN,02.10.21 18:16
230237,02.10.21 20:34,732,1,BN,LS,02.10.21 20:34
230238,02.10.21 18:44,733,1,ZUE,W,02.10.21 21:39
230239,02.10.21 18:42,733,1,ZUE,W,02.10.21 21:39
230240,02.10.21 18:42,733,1,ZUE,W,02.10.21 21:39
230241,02.10.21 18:47,733,1,LS,FRI,02.10.21 19:20
230242,02.10.21 18:49,733,1,LS,BN,02.10.21 19:20
230243,02.10.21 18:53,734,1,SG,ZOER,02.10.21 19:08
230244,02.10.21 19:38,734,1,ZUE,BN,02.10.21 20:32
230245,02.10.21 19:47,734,1,ZUE,LS,02.10.21 20:32
230246,02.10.21 19:37,735,1,GE,LS,02.10.21 19:42
230247,02.10.21 20:09,735,1,LS,BN,02.10.21 20:20
230248,02.10.21 20:22,735,1,LS,FRI,02.10.21 20:20
230249,02.10.21 19:50,737,1,GE,BN,02.10.21 20:42
230250,02.10.21 06:02,737,1,GE,ZUE,02.10.21 20:42
230251,02.10.21 19:47,737,1,GE,BN,02.10.21 20:42
230252,01.10.21 17:41,737,2,GE,BN,02.10.21 20:42
230253,02.10.21 17:12,737,1,BN,ZUE,02.10.21 22:31
230254,02.10.21 21:10,738,1,ZUE,OL,02.10.21 22:32
230255,02.10.21 21:30,738,1,W,BN,02.10.21 21:54
230256,02.10.21 21:30,738,1,W,BN,02.10.21 21:54
230257,02.10.21 22:28,738,1,ZUE,OL,02.10.21 22:32
230258,01.10.21 21:21,760,1,ZUE,BS,02.10.21 06:59
230259,02.10.21 06:32,760,1,ZUE,BS,02.10.21 06:59
230260,02.10.21 09:51,767,2,BS,ZUE,02.10.21 10:06
230261,02.10.21 09:08,769,1,BS,ZUE,02.10.21 11:06
230265,02.10.21 05:22,802,1,BN,BR,02.10.21 06:07
230266,02.10.21 06:05,802,1,SP,BR,02.10.21 06:37
230267,29.09.21 20:49,804,1,ZUE,VI,02.10.21 06:02
230268,29.09.21 20:49,804,1,ZUE,VI,02.10.21 06:02
230269,29.09.21 20:50,804,1,BN,VI,02.10.21 07:07
230270,29.09.21 20:53,804,1,BN,VI,02.10.21 07:07
230271,29.09.21 21:02,804,1,BN,VI,02.10.21 07:07
230272,29.09.21 21:45,804,4,TH,VI,02.10.21 07:27
230273,29.09.21 23:03,804,1,BN,VI,02.10.21 07:07
230274,30.09.21 08:32,804,1,BN,VI,02.10.21 07:07
230275,30.09.21 11:47,804,1,BN,VI,02.10.21 07:07
230276,30.09.21 12:46,804,1,BN,VI,02.10.21 07:07
230277,30.09.21 14:12,804,1,BN,VI,02.10.21 07:07
230278,30.09.21 14:32,804,1,BN,VI,02.10.21 07:07
230279,01.10.21 07:54,804,1,TH,BR,02.10.21 07:27
230280,01.10.21 08:01,804,1,SP,VI,02.10.21 07:37
230281,01.10.21 08:07,804,1,BN,VI,02.10.21 07:07
230282,01.10.21 17:42,804,1,SP,VI,02.10.21 07:37
230283,01.10.21 19:05,804,1,BN,VI,02.10.21 07:07
230284,01.10.21 19:22,804,1,BN,VI,02.10.21 07:07
230285,01.10.21 21:43,804,1,BN,BR,02.10.21 07:07
230286,01.10.21 23:57,804,1,BN,VI,02.10.21 07:07
230287,02.10.21 07:03,804,1,BN,VI,02.10.21 07:07
230288,02.10.21 07:06,804,1,BN,VI,02.10.21 07:07
230289,30.09.21 15:36,805,1,W,RH,02.10.21 07:31
230290,19.08.21 14:12,806,2,SP,BR,02.10.21 08:37
230291,26.09.21 14:20,806,1,ZUE,BR,02.10.21 07:02
230292,27.09.21 21:48,806,1,BN,VI,02.10.21 08:07
230293,28.09.21 17:43,806,1,BN,BR,02.10.21 08:07
230294,28.09.21 20:26,806,1,BN,VI,02.10.21 08:07
230295,28.09.21 20:27,806,1,BN,VI,02.10.21 08:07
230296,28.09.21 22:31,806,1,TH,BR,02.10.21 08:27
230297,28.09.21 22:40,806,1,TH,BR,02.10.21 08:27
230298,01.10.21 13:51,806,1,ZUE,TH,02.10.21 07:02
230299,01.10.21 18:53,806,1,ZUE,BN,02.10.21 07:02
230300,01.10.21 18:56,806,1,ZUE,BN,02.10.21 07:02
230301,01.10.21 19:32,806,1,ZUE,BN,02.10.21 07:02
230302,02.10.21 07:30,806,1,BN,SP,02.10.21 08:07
230303,29.09.21 16:43,806,2,BN,VI,02.10.21 08:07
230304,30.09.21 07:20,806,1,BN,BR,02.10.21 08:07
230305,30.09.21 07:22,806,1,BN,BR,02.10.21 08:07
230306,30.09.21 19:59,806,1,BN,VI,02.10.21 08:07
230307,30.09.21 22:03,806,1,ZUE,VI,02.10.21 07:02
230308,01.10.21 07:27,806,1,BN,VI,02.10.21 08:07
230309,01.10.21 07:53,806,1,TH,BR,02.10.21 08:27
230310,01.10.21 10:34,806,1,ZUE,VI,02.10.21 07:02
230311,01.10.21 13:50,806,1,ZUE,BR,02.10.21 07:02
230312,01.10.21 15:09,806,1,ZUE,VI,02.10.21 07:02
230313,01.10.21 20:36,806,1,ZUE,VI,02.10.21 07:02
230314,01.10.21 22:55,806,1,BN,BR,02.10.21 08:07
230315,01.10.21 23:14,806,1,TH,BR,02.10.21 08:27
230316,01.10.21 23:14,806,1,TH,BR,02.10.21 08:27
230317,02.10.21 07:11,806,1,ZUE,BR,02.10.21 07:02
230318,02.10.21 08:22,806,1,TH,VI,02.10.21 08:27
230319,01.10.21 12:37,807,1,BN,ZUE,02.10.21 07:02
230320,01.10.21 18:05,807,1,BN,ZUE,02.10.21 07:02
230321,01.10.21 23:20,807,1,BN,ZUE,02.10.21 07:02
230322,02.10.21 06:17,807,1,BN,ZUE,02.10.21 07:02
230323,02.10.21 06:43,807,1,BN,W,02.10.21 07:02
230324,25.09.21 18:31,808,1,BN,BR,02.10.21 09:07
230325,28.09.21 08:04,808,2,BN,VI,02.10.21 09:07
230326,29.09.21 07:59,808,1,BN,BR,02.10.21 09:07
230327,29.09.21 22:20,808,1,BN,VI,02.10.21 09:07
230328,29.09.21 22:23,808,2,BN,VI,02.10.21 09:07
230329,30.09.21 19:37,808,1,BN,BR,02.10.21 09:07
230330,30.09.21 20:56,808,1,W,VI,02.10.21 07:31
230331,02.10.21 07:57,808,1,ZUE,BN,02.10.21 08:02
230332,30.09.21 20:58,808,1,W,VI,02.10.21 07:31
230333,30.09.21 23:12,808,1,BN,VI,02.10.21 09:07
230334,30.09.21 23:13,808,1,BN,VI,02.10.21 09:07
230335,01.10.21 12:24,808,1,ZUE,TH,02.10.21 08:02
230336,01.10.21 14:32,808,1,BN,VI,02.10.21 09:07
230337,01.10.21 21:45,808,1,BN,VI,02.10.21 09:07
230338,01.10.21 22:12,808,1,ZUE,TH,02.10.21 08:02
230339,01.10.21 23:55,808,1,ZUE,TH,02.10.21 08:02
230340,02.10.21 07:30,808,2,BN,VI,02.10.21 09:07
230341,02.10.21 07:45,808,2,SP,BR,02.10.21 09:37
230342,02.10.21 08:08,808,1,BN,VI,02.10.21 09:07
230343,27.09.21 13:15,809,2,ZUE,RH,02.10.21 09:05
230344,28.09.21 10:54,809,1,TH,RH,02.10.21 07:36
230345,02.10.21 08:31,809,1,W,WF,02.10.21 09:31
230346,23.09.21 15:44,810,1,ZUE,BR,02.10.21 09:02
230347,23.09.21 15:53,810,1,ZUE,BR,02.10.21 09:02
230348,23.09.21 16:20,810,3,ZUE,BR,02.10.21 09:02
230349,01.10.21 19:04,810,1,ZUE,VI,02.10.21 09:02
230350,01.10.21 20:28,810,1,ZUE,BN,02.10.21 09:02
230351,01.10.21 21:08,810,1,ZUE,VI,02.10.21 09:02
230352,01.10.21 21:41,810,1,BN,BR,02.10.21 10:07
230353,01.10.21 23:10,810,1,BN,VI,02.10.21 10:07
230354,01.10.21 10:22,810,2,RH,SP,02.10.21 07:48
230355,01.10.21 08:01,810,1,ZUE,BR,02.10.21 09:02
230356,01.10.21 08:41,810,1,W,BN,02.10.21 08:31
230357,01.10.21 20:14,810,1,FF,ZUE,02.10.21 08:18
230358,01.10.21 21:19,810,1,BN,VI,02.10.21 10:07
230359,02.10.21 01:16,810,1,ZUE,VI,02.10.21 09:02
230360,02.10.21 07:55,810,1,ZUE,VI,02.10.21 09:02
230361,27.09.21 08:57,811,1,BN,ZUE,02.10.21 09:02
230362,28.09.21 13:34,811,1,BN,ZUE,02.10.21 09:02
230363,28.09.21 17:47,811,1,TH,ZUE,02.10.21 08:36
230364,01.10.21 13:16,811,1,BN,W,02.10.21 09:02
230365,01.10.21 13:17,811,1,BN,W,02.10.21 09:02
230366,01.10.21 19:16,811,1,BN,ZUE,02.10.21 09:02
230367,02.10.21 07:35,811,1,BR,SP,02.10.21 07:48
230368,02.10.21 08:46,811,1,BN,ZUE,02.10.21 09:02
230369,02.10.21 09:21,811,1,W,WF,02.10.21 10:31
230370,01.10.21 12:09,812,1,TH,VI,02.10.21 11:27
230371,01.10.21 13:28,812,1,BN,BR,02.10.21 11:07
230372,01.10.21 15:16,812,1,AW,W,02.10.21 08:55
230373,02.10.21 08:29,812,1,ZUE,VI,02.10.21 10:02
230374,02.10.21 09:22,812,2,ZUE,BN,02.10.21 10:02
230375,02.10.21 09:49,812,1,BN,BR,02.10.21 11:07
230376,02.10.21 09:50,812,1,BN,BR,02.10.21 11:07
230377,01.10.21 14:30,813,1,BN,W,02.10.21 10:02
230378,01.10.21 20:45,813,1,BR,SP,02.10.21 08:48
230379,01.10.21 20:48,813,1,BR,SP,02.10.21 08:48
230380,01.10.21 21:23,813,1,BR,SP,02.10.21 08:48
230381,25.09.21 08:35,814,1,FF,ZUE,02.10.21 10:18
230382,25.09.21 08:36,814,1,FF,ZUE,02.10.21 10:18
230383,01.10.21 17:59,814,1,ZUE,BN,02.10.21 11:02
230384,02.10.21 07:57,814,1,BN,VI,02.10.21 12:07
230385,02.10.21 08:37,814,1,ZUE,VI,02.10.21 11:02
230386,02.10.21 09:45,814,1,RH,ZUE,02.10.21 09:48
230387,02.10.21 11:23,814,1,BN,BR,02.10.21 12:07
230388,02.10.21 11:24,814,1,BN,BR,02.10.21 12:07
230389,02.10.21 11:55,814,1,BN,VI,02.10.21 12:07
230390,02.10.21 09:52,815,1,SP,BN,02.10.21 10:25
230391,02.10.21 10:27,815,1,TH,BN,02.10.21 10:36
230392,06.09.21 16:53,816,1,BN,BR,02.10.21 13:07
230393,15.09.21 19:49,816,2,ZUE,BN,02.10.21 12:02
230394,28.09.21 11:06,816,1,ZUE,VI,02.10.21 12:02
230395,28.09.21 11:07,816,1,ZUE,VI,02.10.21 12:02
230396,01.10.21 17:34,816,1,RH,BN,02.10.21 10:48
230397,02.10.21 08:34,816,1,ZUE,VI,02.10.21 12:02
230398,02.10.21 08:55,816,1,TH,VI,02.10.21 13:27
230399,30.09.21 11:18,817,1,ZUE,RH,02.10.21 13:05
230400,30.09.21 11:19,817,1,ZUE,RH,02.10.21 13:05
230401,30.09.21 11:20,817,1,ZUE,RH,02.10.21 13:05
230402,01.10.21 21:07,817,1,BN,ZUE,02.10.21 12:02
230403,02.10.21 10:04,817,1,VI,ZUE,02.10.21 10:57
230404,02.10.21 10:27,817,1,TH,ZUE,02.10.21 11:36
230405,02.10.21 10:55,817,1,BN,ZUE,02.10.21 12:02
230406,28.09.21 20:21,818,1,ZUE,TH,02.10.21 13:02
230407,02.10.21 12:00,818,1,BN,BR,02.10.21 14:07
230408,02.10.21 12:06,818,1,ZUE,VI,02.10.21 13:02
230409,27.09.21 14:27,819,1,BR,TH,02.10.21 11:48
230410,01.10.21 20:33,819,1,VI,ZUE,02.10.21 11:57
230411,01.10.21 21:40,819,1,BN,FF,02.10.21 13:02
230412,02.10.21 12:48,819,1,BN,ZUE,02.10.21 13:02
230413,02.10.21 12:25,820,1,WF,W,02.10.21 13:06
230414,02.10.21 13:05,820,1,ZUE,TH,02.10.21 14:02
230415,02.10.21 13:10,820,1,FF,W,02.10.21 13:18
230416,02.10.21 14:48,820,1,TH,SP,02.10.21 15:27
230417,24.09.21 18:31,821,2,BN,ZUE,02.10.21 14:02
230418,01.10.21 09:04,822,1,TH,BR,02.10.21 16:27
230419,02.10.21 09:10,822,1,ZUE,BN,02.10.21 15:02
230420,02.10.21 13:36,822,1,RH,W,02.10.21 13:48
230421,02.10.21 14:31,823,1,BN,ZUE,02.10.21 15:02
230422,02.10.21 14:33,823,1,BN,ZUE,02.10.21 15:02
230423,20.09.21 19:35,824,1,ZUE,BN,02.10.21 16:02
230424,20.09.21 19:37,824,1,ZUE,BN,02.10.21 16:02
230425,01.10.21 06:57,824,1,ZUE,VI,02.10.21 16:02
230426,02.10.21 14:35,824,1,W,BN,02.10.21 15:31
230427,02.10.21 14:36,824,1,W,BN,02.10.21 15:31
230428,01.10.21 16:40,825,1,TH,ZUE,02.10.21 15:36
230429,02.10.21 13:35,825,1,VI,ZUE,02.10.21 14:57
230430,02.10.21 13:55,825,1,TH,ZUE,02.10.21 15:36
230431,02.10.21 14:03,825,2,BR,BN,02.10.21 14:48
230432,02.10.21 14:11,825,1,TH,ZUE,02.10.21 15:36
230433,02.10.21 14:14,825,1,VI,BN,02.10.21 14:57
230434,02.10.21 15:15,825,1,TH,BN,02.10.21 15:36
230435,02.10.21 15:40,825,1,W,RH,02.10.21 17:31
230436,02.10.21 15:40,825,1,W,RH,02.10.21 17:31
230437,30.09.21 21:20,826,1,ZUE,BN,02.10.21 17:02
230438,02.10.21 14:26,826,1,ZUE,VI,02.10.21 17:02
230439,02.10.21 15:16,826,1,RH,BN,02.10.21 15:48
230440,02.10.21 15:24,826,1,RH,BN,02.10.21 15:48
230441,02.10.21 15:58,826,1,WF,ZUE,02.10.21 16:06
230442,02.10.21 16:26,826,1,FF,W,02.10.21 16:18
230443,02.10.21 16:33,826,1,ZUE,TH,02.10.21 17:02
230444,01.10.21 10:35,827,1,TH,ZUE,02.10.21 16:36
230445,01.10.21 13:51,827,1,TH,ZUE,02.10.21 16:36
230446,02.10.21 12:40,827,1,VI,ZUE,02.10.21 15:57
230447,02.10.21 13:15,827,1,BR,SP,02.10.21 15:48
230448,02.10.21 14:48,827,1,BR,BN,02.10.21 15:48
230449,02.10.21 15:05,827,1,BR,ZUE,02.10.21 15:48
230450,02.10.21 15:10,827,1,VI,BN,02.10.21 15:57
230451,02.10.21 15:37,827,1,BR,BN,02.10.21 15:48
230452,02.10.21 17:13,827,1,ZUE,AW,02.10.21 18:05
230453,02.10.21 17:13,827,1,ZUE,RH,02.10.21 18:05
230454,28.09.21 10:56,828,1,RH,TH,02.10.21 16:48
230455,02.10.21 16:27,828,1,BN,BR,02.10.21 19:07
230456,02.10.21 17:55,828,1,ZUE,BN,02.10.21 18:02
230457,02.10.21 18:28,828,1,SP,BR,02.10.21 19:37
230458,01.10.21 17:54,829,1,BR,W,02.10.21 16:48
230459,01.10.21 17:54,829,1,BR,W,02.10.21 16:48
230460,01.10.21 18:53,829,2,BR,BN,02.10.21 16:48
230461,02.10.21 08:03,829,1,TH,BN,02.10.21 17:36
230462,02.10.21 12:40,829,1,VI,ZUE,02.10.21 16:57
230463,02.10.21 12:50,829,1,BR,BN,02.10.21 16:48
230464,02.10.21 12:51,829,1,BR,BN,02.10.21 16:48
230465,02.10.21 14:48,829,1,BR,BN,02.10.21 16:48
230466,02.10.21 17:32,829,1,BN,ZUE,02.10.21 18:02
230467,02.10.21 17:41,829,1,BN,ZUE,02.10.21 18:02
230468,02.10.21 17:52,829,1,BN,ZUE,02.10.21 18:02
230469,02.10.21 17:58,829,1,BN,ZUE,02.10.21 18:02
230470,01.10.21 10:26,829,2,TH,RH,02.10.21 17:36
230471,01.10.21 20:37,829,1,VI,TH,02.10.21 16:57
230472,02.10.21 16:36,829,1,BR,SP,02.10.21 16:48
230473,02.10.21 15:53,829,1,BR,BN,02.10.21 16:48
230474,02.10.21 17:04,829,1,SP,BN,02.10.21 17:25
230475,02.10.21 15:45,829,1,VI,ZUE,02.10.21 16:57
230476,02.10.21 15:47,829,1,VI,ZUE,02.10.21 16:57
230477,02.10.21 15:26,829,4,BR,TH,02.10.21 16:48
230478,02.10.21 18:02,830,1,FF,ZUE,02.10.21 18:18
230479,02.10.21 18:05,830,1,FF,W,02.10.21 18:18
230480,02.10.21 18:21,830,1,ZUE,BN,02.10.21 19:02
230481,02.10.21 18:30,830,1,BN,VI,02.10.21 20:07
230482,02.10.21 18:30,830,1,BN,VI,02.10.21 20:07
230483,02.10.21 18:48,830,2,ZUE,BN,02.10.21 19:02
230484,30.09.21 10:28,831,1,BR,W,02.10.21 17:48
230485,30.09.21 10:44,831,1,BR,ZUE,02.10.21 17:48
230486,01.10.21 09:16,831,1,VI,ZUE,02.10.21 17:57
230487,01.10.21 09:18,831,1,VI,ZUE,02.10.21 17:57
230488,01.10.21 16:30,831,1,BR,SP,02.10.21 17:48
230489,02.10.21 14:30,831,1,VI,ZUE,02.10.21 17:57
230490,02.10.21 15:33,831,1,BN,ZUE,02.10.21 19:02
230491,02.10.21 16:08,831,1,BR,TH,02.10.21 17:48
230492,02.10.21 16:34,831,1,BR,BN,02.10.21 17:48
230493,02.10.21 16:34,831,1,BR,BN,02.10.21 17:48
230494,02.10.21 17:13,831,1,SP,ZUE,02.10.21 18:25
230495,02.10.21 17:39,831,1,BR,BN,02.10.21 17:48
230496,02.10.21 17:56,831,1,VI,SP,02.10.21 17:57
230497,02.10.21 17:41,831,1,VI,BN,02.10.21 17:57
230498,02.10.21 17:41,831,1,VI,BN,02.10.21 17:57
230499,02.10.21 18:12,832,1,FF,ZUE,02.10.21 19:18
230500,02.10.21 18:26,832,1,ZUE,BN,02.10.21 20:02
230501,02.10.21 19:11,832,1,ZFH,BN,02.10.21 19:46
230502,02.10.21 16:43,833,1,VI,W,02.10.21 18:57
230503,02.10.21 16:43,833,1,VI,W,02.10.21 18:57
230504,02.10.21 17:03,833,1,VI,ZUE,02.10.21 18:57
230505,02.10.21 17:35,833,1,VI,BN,02.10.21 18:57
230506,02.10.21 17:45,833,1,BN,ZUE,02.10.21 20:02
230507,02.10.21 18:10,833,1,VI,TH,02.10.21 18:57
230508,02.10.21 18:14,833,1,VI,TH,02.10.21 18:57
230509,02.10.21 18:25,833,1,VI,ZUE,02.10.21 18:57
230510,02.10.21 18:54,833,1,VI,BN,02.10.21 18:57
230511,02.10.21 19:49,833,2,BN,ZUE,02.10.21 20:02
230512,02.10.21 20:27,834,1,W,ZUE,02.10.21 20:31
230513,02.10.21 20:50,834,1,ZUE,BN,02.10.21 21:02
230514,02.10.21 20:59,834,1,ZUE,BN,02.10.21 21:02
230515,02.10.21 20:59,834,1,ZUE,BN,02.10.21 21:02
230516,02.10.21 17:53,835,1,VI,ZUE,02.10.21 19:57
230517,02.10.21 17:54,835,1,VI,BN,02.10.21 19:57
230518,02.10.21 17:54,835,1,VI,BN,02.10.21 19:57
230519,02.10.21 18:50,835,1,BR,BN,02.10.21 19:48
230520,02.10.21 19:00,835,1,BR,ZUE,02.10.21 19:48
230521,02.10.21 19:01,835,1,BR,TH,02.10.21 19:48
230522,02.10.21 19:01,835,1,BR,BN,02.10.21 19:48
230523,02.10.21 19:02,835,1,BR,TH,02.10.21 19:48
230524,02.10.21 19:07,835,1,VI,ZUE,02.10.21 19:57
230525,02.10.21 19:34,835,1,BN,ZUE,02.10.21 21:02
230526,02.10.21 20:36,835,1,BN,ZUE,02.10.21 21:02
230527,02.10.21 20:55,835,1,BN,ZUE,02.10.21 21:02
230528,02.10.21 20:58,835,1,BN,ZUE,02.10.21 21:02
230529,02.10.21 21:22,836,1,OL,BN,02.10.21 22:35
230530,17.09.21 11:00,861,1,ZUE,BEL,02.10.21 07:05
230531,26.09.21 18:15,861,1,GD,LG,02.10.21 07:49
230532,26.09.21 18:15,861,1,ZUE,LG,02.10.21 07:05
230533,01.10.21 20:23,861,1,ZUE,GD,02.10.21 07:05
230534,28.09.21 09:19,861,3,ZUE,GD,02.10.21 07:05
230535,01.10.21 20:24,861,1,ZUE,GD,02.10.21 07:05
230536,01.10.21 20:25,861,1,ZUE,GD,02.10.21 07:05
230537,01.10.21 22:09,861,1,ZUE,GD,02.10.21 07:05
230538,02.10.21 06:38,861,1,ZUE,GD,02.10.21 07:05
230539,23.09.21 08:51,865,1,GD,BEL,02.10.21 09:49
230540,01.10.21 08:28,865,1,ZUE,BEL,02.10.21 09:05
230541,27.09.21 18:33,865,1,GD,BEL,02.10.21 09:49
230542,02.10.21 08:38,865,1,ZUE,LG,02.10.21 09:05
230543,02.10.21 08:53,865,2,GD,LG,02.10.21 09:49
230544,30.09.21 19:09,869,1,ZUE,BEL,02.10.21 11:05
230545,01.10.21 15:15,869,1,ZUE,LG,02.10.21 11:05
230546,01.10.21 18:53,869,1,ZG,BEL,02.10.21 11:30
230547,01.10.21 18:54,869,1,ZG,BEL,02.10.21 11:30
230548,02.10.21 10:42,869,1,ZUE,ZG,02.10.21 11:05
230549,02.10.21 10:42,869,1,ZUE,ZG,02.10.21 11:05
230550,02.10.21 08:42,869,1,ZUE,BEL,02.10.21 11:05
230551,02.10.21 10:46,869,1,ZUE,ZG,02.10.21 11:05
230552,02.10.21 11:20,869,1,ZG,GD,02.10.21 11:30
230553,02.10.21 11:22,869,1,ZG,GD,02.10.21 11:30
230554,01.10.21 10:20,870,1,LG,GD,02.10.21 09:02
230555,01.10.21 17:59,870,1,BEL,ZUE,02.10.21 09:18
230556,11.09.21 15:10,873,2,ZUE,BEL,02.10.21 13:05
230557,11.09.21 15:10,873,2,ZUE,BEL,02.10.21 13:05
230558,19.09.21 11:57,873,1,ZG,LG,02.10.21 13:30
230559,02.10.21 12:04,873,1,ZUE,GD,02.10.21 13:05
230560,02.10.21 13:42,873,1,GD,BEL,02.10.21 13:49
230561,21.09.21 16:23,874,1,BEL,ZUE,02.10.21 11:18
230562,28.09.21 20:21,874,1,BEL,ZUE,02.10.21 11:18
230563,02.10.21 09:24,874,1,BEL,ZUE,02.10.21 11:18
230564,02.10.21 10:25,874,1,BEL,ZUE,02.10.21 11:18
230565,29.08.21 09:16,877,2,GD,LG,02.10.21 15:49
230566,02.10.21 10:55,877,1,ZUE,LG,02.10.21 15:05
230567,02.10.21 11:04,877,1,ZUE,LG,02.10.21 15:05
230568,02.10.21 17:23,881,1,ZG,LG,02.10.21 17:30
230569,30.09.21 21:20,882,1,LG,ZUE,02.10.21 15:02
230570,02.10.21 13:44,882,1,BEL,ZG,02.10.21 15:18
230571,02.10.21 16:01,882,1,GD,ZUE,02.10.21 16:15
230572,02.10.21 16:07,886,1,BEL,ZUE,02.10.21 17:18
230573,02.10.21 17:06,886,1,GD,ZUE,02.10.21 18:15
230574,02.10.21 17:08,886,1,GD,ZUE,02.10.21 18:15
230575,02.10.21 17:15,886,1,BEL,ZUE,02.10.21 17:18
230576,29.09.21 14:20,890,1,BEL,ZUE,02.10.21 19:18
230577,29.09.21 14:20,890,1,BEL,ZUE,02.10.21 19:18
230578,02.10.21 17:46,890,1,BEL,ZG,02.10.21 19:18
230579,02.10.21 17:46,890,1,BEL,ZG,02.10.21 19:18
230580,02.10.21 07:09,894,1,LG,ZUE,02.10.21 21:02
230581,02.10.21 20:21,894,1,BEL,ZUE,02.10.21 21:18
230582,01.10.21 12:11,911,1,ZUE,CH,02.10.21 07:08
230583,01.10.21 16:05,911,1,ZUE,CH,02.10.21 07:08
230584,01.10.21 20:52,911,1,ZUE,CH,02.10.21 07:08
230585,01.10.21 21:19,911,1,ZUE,CH,02.10.21 07:08
230586,01.10.21 22:58,911,1,ZUE,LQ,02.10.21 07:08
230587,01.10.21 22:58,911,1,ZUE,LQ,02.10.21 07:08
230588,24.09.21 16:20,913,1,ZUE,LQ,02.10.21 08:08
230589,26.09.21 09:29,913,1,ZUE,LQ,02.10.21 08:08
230590,26.09.21 09:29,913,1,ZUE,LQ,02.10.21 08:08
230591,30.09.21 21:53,913,1,ZUE,SA,02.10.21 08:08
230592,01.10.21 12:37,913,1,ZUE,LQ,02.10.21 08:08
230593,01.10.21 15:15,913,2,ZUE,CH,02.10.21 08:08
230594,01.10.21 18:05,913,1,ZUE,CH,02.10.21 08:08
230595,01.10.21 20:40,913,1,ZUE,LQ,02.10.21 08:08
230596,02.10.21 08:29,913,1,SA,LQ,02.10.21 09:04
230597,02.10.21 07:10,913,1,ZUE,LQ,02.10.21 08:08
230598,02.10.21 07:19,913,1,ZUE,CH,02.10.21 08:08
230599,02.10.21 07:45,913,1,ZUE,LQ,02.10.21 08:08
